,NUTR_CONT4,NUTR_CONT2,NUTR_CONT3,DESC_KOR
79445,18.0,93.0,24.0,남도식떡갈비도시락
79446,3.0,42.0,5.0,남문떡볶이
79447,33.0,43.0,37.0,남순남 순대국
79448,108.0,568.0,72.0,남양 찹쌀순대
79449,8.2,67.0,15.0,남양키플러스고소한맛
79450,6.5,7.0,8.0,남원골 장어탕
79451,3.5,8.0,6.0,남원골 추어탕
79452,10.0,14.0,18.0,남원식추어탕
79453,2.0,2.0,3.0,남원엔미꾸리추어탕
79454,8.0,13.5,16.5,남원추어탕
79455,4.2,12.3,6.3,남원추어탕
79456,1.0,175.0,9.0,납작당면 쌀 떡볶이
79457,17.0,82.0,22.0,낭만반점 유니짜장밥
79458,18.0,133.0,28.0,낭만분식 치킨커리
79459,5.25,4.67,8.21,낭만순대국
79460,8.0,70.0,22.0,내가 몸짱이 될 닭가슴살 볶음밥 갈비맛
79461,7.0,66.0,20.0,내가 몸짱이 될 닭가슴살 볶음밥 김치맛
79462,20.0,14.0,12.0,내가 몸짱이 될 샐러드 게맛살&메추리알 샐러드
79463,31.0,18.0,12.0,내가 몸짱이 될 샐러드 견과믹스&메추리알 샐러드
79464,2.5,34.0,2.0,내가 몸짱이 될 샐러드 과일콥 샐러드
79465,10.0,17.0,19.0,내가 몸짱이 될 샐러드 닭가슴살&메추리알 샐러드
79466,21.0,27.0,6.0,내가 몸짱이 될 샐러드 리코타치즈&단호박 샐러드
79467,6.0,58.0,27.0,내가몸짱이될닭가슴살볶음밥오리지널
79468,7.0,47.0,31.0,내가몸짱이될닭가슴살볶음밥탄두리맛
79469,17.0,18.0,16.0,내장탕
79470,51.0,105.0,28.0,냄비가득 5분 고기 김치찌개
79471,56.0,89.0,37.0,냄비가득 5분 모둠 부대찌개
79472,5.0,162.0,51.0,냉골뱅이 물회와 국수
79473,17.0,99.0,24.0,냉모밀과 바삭 통새우튀김
79474,2.5,11.0,10.0,냉이 된장국
79475,7.0,16.0,10.0,냉이듬뿍된장짜글이
79476,85.0,145.0,35.0,냉이봉골레오일파스타
79477,3.1,30.0,4.0,냉파스타샐러드
79478,8.0,8.0,12.0,너른골토종순대
79479,4.2,32.0,6.0,너비아니삼각
79480,12.0,32.0,8.0,너비아니전주비빔주먹밥
79481,20.0,31.0,11.0,넛츠 리코타치즈샐러드
79482,27.0,31.0,13.0,넛트 샐러드
79483,0.7,7.0,9.0,네떼닭가슴살샐러드
79484,8.0,18.0,3.0,네떼리코타과일샐러드
79485,2.0,3.0,2.8,네모두부미소국
79486,25.0,31.0,7.0,네슈빌핫치킨버거
79487,4.5,158.0,16.0,네이버푸드맛있는쫄면
79488,0.0,56.0,4.0,네이처엠즉석밥
79489,1.0,61.0,6.0,네이처엠현미밥
79490,7.0,68.0,9.0,네추럴킹덤 간장버터새우볶음밥
79491,9.0,73.0,7.0,네추럴킹덤 김치볶음밥
79492,7.0,70.0,8.0,네추럴킹덤 새우볶음밥
79493,5.4,54.0,21.0,노란 강황밥&크림 아귀구이
79494,6.0,59.0,23.0,노란강황밥&매콤닭갈비
79495,26.6,2.6,29.0,노란상 곱창해장국
79496,2.9,56.0,7.0,노량진컵밥 쇠고기비빔밥
79497,2.6,56.0,6.0,노량진컵밥 제육맛비빔밥
79498,14.0,21.0,4.0,노루궁뎅이버섯스프
79499,4.7,23.0,19.0,노르딕 그레이비소스 치킨볼
79500,6.0,20.0,8.0,녹두전
79501,0.0,8.0,3.0,녹두죽
79502,13.0,2.0,39.0,놀부요리연구소 갈비탕
79503,9.0,11.0,23.0,놀부요리연구소 설렁탕
79504,22.0,42.0,35.0,놀부요리연구소 우거지갈비탕
79505,1.45,21.0,4.7,농부의딸 송윤주선식
79506,4.0,80.0,10.0,농심 새우볶음밥
79507,11.0,74.0,9.0,농심 햄베이컨볶음밥
79508,0.0,4.4,0.8,농협 아름찬 미역국
79509,0.5,4.4,1.2,농협 아름찬 시래기 된장국
79510,0.55,3.79,1.82,농협 아름찬 황태미소해장국
79511,1.0,6.0,5.0,농협목우촌 생생소고기무국
79512,1.2,4.0,7.0,농협목우촌 생생소고기미역국
79513,2.5,2.0,8.0,농협목우촌 생생소고기우거지국
79514,3.7,5.0,6.0,농협목우촌 생생육개장
79515,2.0,22.0,4.5,농협선식
79516,3.7,35.0,2.0,누드순대
79517,3.58,38.43,7.08,누들떡볶이
79518,7.0,134.0,14.0,누들어묵 당면볶이 국물떡볶이소스
79519,10.0,143.0,16.0,누들어묵당면볶이
79520,9.0,172.0,26.0,누들어묵볶이
79521,2.0,61.0,6.0,누룽지곰탕
79522,2.6,42.0,10.0,누룽지닭백숙죽
79523,1.8,26.0,7.0,누룽지닭백숙죽
79524,2.1,58.0,5.0,누룽지미역국밥
79525,0.8,16.0,2.0,누룽지전복죽
79526,3.5,3.69,2.22,누룽지탕용해물탕
79527,2.0,59.0,8.0,누룽지황태국밥
79528,1.4,22.0,4.0,누룽지황태스프
79529,21.3,26.0,9.1,누텔라초코샌드
79530,25.0,58.0,42.0,눈꽃 함박 스테이크
79531,50.0,47.0,95.0,눈송이 칠면조 샐러드
79532,15.0,111.0,34.0,뉴NEW순창고추장불고기도시락
79533,20.0,105.0,32.0,뉴NEW언양식바싹불고기도시락
79534,12.0,124.0,16.0,뉴김치제육덮밥
79535,6.0,31.0,4.0,뉴날치알참치 삼각김밥
79536,7.0,58.0,9.0,뉴매콤참치김밥
79537,9.0,27.0,3.0,뉴명란마요 삼각김밥
79538,18.0,26.0,12.0,뉴베이컨에그샌드위치
79539,24.0,37.0,10.0,뉴불고기버거
79540,14.4,48.6,19.8,뉴비프브리또
79541,22.0,54.0,14.0,뉴빅케이준치킨햄샌드위치
79542,1.5,3.0,2.0,뉴사골우거지국(2배농축)
79543,15.0,111.0,34.0,뉴순창고추장불고기도시락
79544,28.0,96.0,17.0,뉴스팸김치마요덮밥
79545,9.0,25.0,4.0,뉴스팸참치마요 삼각김밥
79546,89.0,47.0,62.0,뉴욕 스트립 스테이크
79547,20.0,41.0,24.0,뉴욕식 베이컨 치즈 핫도그
79548,15.0,52.0,24.0,뉴욕식 불고기 핫도그
79549,22.0,55.0,12.0,뉴욕식 어니언 핫도그
79550,15.0,34.0,17.0,뉴욕식 치즈 핫도그
79551,19.0,40.0,18.0,뉴욕식 칠리 치즈 핫도그
79552,7.0,48.0,11.0,뉴전주비빔불고기김밥
79553,2.6,31.0,8.0,뉴전주비빔삼각김밥
79554,25.0,98.0,18.0,뉴제육&참치마요덮밥
79555,12.0,30.0,9.0,뉴참치마요골드삼각김밥
79556,15.0,52.0,11.0,뉴참치마요김밥
79557,9.0,26.0,4.0,뉴참치마요네즈
79558,9.0,26.0,4.0,뉴참치마요네즈삼각김밥
79559,29.0,96.0,17.0,뉴참치마요덮밥
79560,4.5,33.0,7.0,뉴참치마요삼각김밥
79561,15.0,47.0,7.0,뉴참치햄샐러드김밥
79562,14.0,57.0,14.0,뉴치즈소시지김밥&유부초밥
79563,10.0,58.0,10.0,뉴치즈스팸김밥
79564,29.0,94.0,24.0,뉴치킨도시락
79565,37.0,102.0,19.0,뉴치킨마요덮밥
79566,2.8,55.0,7.0,뉴카브 라이스몬스터 귀리곤약밥 렌틸콩
79567,2.8,56.0,7.0,뉴카브 라이스몬스터 귀리곤약밥 병아리콩
79568,3.2,55.0,6.0,뉴카브 라이스몬스터 귀리곤약밥 퀴노아
79569,4.5,22.0,5.0,뉴케어 데이밀 슈퍼블랙
79570,4.0,23.0,5.0,뉴케어데이밀슈퍼그린
79571,14.4,50.4,19.8,뉴핫치킨브리또
79572,10.0,54.0,11.0,뉴햄말이깻잎불고기주먹밥
79573,11.0,47.0,10.0,뉴햄말이참치김치볶음밥
79574,11.0,49.0,10.0,뉴햄말이참치김치볶음밥주먹밥
79575,17.0,52.0,12.0,뉴햄말이참치마요주먹밥
79576,17.0,51.0,10.0,뉴햄말이치킨마요주먹밥
79577,22.0,87.0,10.0,느린마을 감자채전
79578,34.0,47.0,36.0,느린마을 고기완자전
79579,21.0,77.0,14.0,느린마을 김치전
79580,15.0,72.0,25.0,느린마을 녹두전
79581,22.0,68.0,26.0,느린마을 모둠전
79582,22.0,13.0,32.0,느린마을 알새우전
79583,20.0,68.0,21.0,느린마을 해물파전
79584,20.0,69.0,11.0,느린마을 호박채전
79585,1.3,0.7,4.0,느타리버섯계란탕
79586,1.7,1.0,4.0,늘품은 사골곰탕
79587,0.68,0.61,3.82,늘품은 사골황태해장국
79588,1.0,69.0,4.0,늙은호박죽
79589,3.4,30.0,4.0,능이버섯오리죽
79590,7.0,18.0,11.0,다고내 풍천 민물 장어탕
79591,6.0,58.0,17.0,다노한끼 닭가슴살 도시락 01
79592,8.0,51.0,17.0,다노한끼 닭가슴살 도시락 02
79593,6.7,41.0,16.0,다노한끼 닭가슴살 도시락 03
79594,3.6,32.0,16.0,다노한끼 닭가슴살 도시락 04
79595,6.0,48.0,15.0,다노한끼 닭가슴살 도시락 05
79596,9.7,40.0,19.0,다노한끼 닭가슴살 도시락 06
79597,10.0,45.0,14.0,다노한끼 닭가슴살 도시락 07
79598,5.0,5.0,6.0,다돼지 곱창전골
79599,5.0,61.0,4.0,다섯가지 나물밥
79600,5.0,61.0,4.0,다섯가지나물밥
79601,8.97,41.39,13.31,다섯가지나물밥 & 오징어소시지볶음
79602,11.0,60.9,17.4,다섯가지나물밥& 한돈떡갈비
79603,21.0,42.0,32.0,다섯가지나물밥&고등어구이
79604,9.18,52.43,12.85,다섯가지나물밥&고추장불고기
79605,12.0,51.0,14.0,다섯가지나물밥&두부스테이크
79606,10.0,44.0,12.0,다섯가지나물밥&불고기오믈렛
79607,7.11,37.26,21.44,다섯가지나물밥&소불고기
79608,19.0,55.0,32.0,다섯가지나물밥&손포어전
79609,6.0,57.0,9.0,다섯가지나물밥&오징어무침
79610,12.0,44.0,10.0,다섯가지나물밥&참치스크램블
79611,13.0,42.0,14.0,다섯가지나물밥&춘천닭갈비
79612,12.92,35.54,16.17,다섯가지나물밥&치즈오믈렛
79613,8.38,44.21,10.97,다섯가지나물밥&칠리큐브두부
79614,12.0,51.0,14.0,다섯가지나물밥과 두부스테이크
79615,17.0,53.0,15.0,다섯가지나물밥과 떡갈비
79616,10.0,49.0,14.0,다섯가지나물밥과 참스테이크
79617,16.42,40.16,11.28,다섯가지나물밥과 한돈떡갈비
79618,14.0,36.0,13.0,다섯가지나물솥밥&포크안심스테이크
79619,2.8,53.0,6.0,다섯가지야채새우볶음밥
79620,2.8,53.0,6.0,다섯가지야채새우볶음밥&닭가슴살
79621,0.0,0.0,1.0,다슬기 올갱이 아욱국
79622,7.0,48.0,6.0,다신곤약날치알김치밥
79623,4.9,72.0,12.0,다신곤약소세지밥
79624,6.0,41.0,23.0,다신밥상 5가지나물밥&두부스테이크
79625,7.0,48.0,13.0,다신밥상 5가지나물밥&양념불닭
79626,8.0,45.0,21.0,다신밥상 계란볶음밥&두부스테이크
79627,14.0,47.0,15.0,다신밥상 계란볶음밥&소시지
79628,4.1,39.0,20.0,다신밥상 닭가슴살볶음밥&아라비아따큐브
79629,4.6,42.0,14.0,다신밥상 닭가슴살볶음밥&쭈구미볶음
79630,7.0,47.0,17.0,다신밥상 시래기밥&소시지
79631,11.0,48.0,10.0,다신밥상 시래기밥&오믈렛
79632,6.0,51.0,15.0,다신밥상 알리오올리오볶음밥&아라비아따큐브
79633,12.0,52.0,10.0,다신밥상 알리오올리오볶음밥&오믈렛
79634,6.0,73.0,8.0,다채원 프리미엄 햄야채볶음밥
79635,6.0,43.0,8.0,닥터키친 곤약솥밥 궁중식오색나물
79636,6.0,53.0,8.0,닥터키친 곤약솥밥 영양모둠버섯
79637,5.0,46.0,7.0,닥터키친 곤약솥밥 죽순부지깽이
79638,3.0,43.0,6.0,닥터키친밥 귀리곤약
79639,3.6,41.0,8.0,닥터키친밥 서리태곤약
79640,0.7,38.0,5.0,닥터키친밥 현미곤약
79641,3.0,17.0,18.0,단백질 미숫가루
79642,2.2,19.0,7.0,단백질 흑임자 죽
79643,12.0,38.0,34.0,단백질이소볶소볶
79644,6.0,18.0,7.0,단백한 언니
79645,0.0,7.0,16.0,단백한끼
79646,0.9,6.0,16.0,단백한끼 달달한카카오
79647,0.0,7.0,16.0,단백한끼 말차라떼
79648,1.5,20.3,6.6,단새우볶음
79649,16.0,26.0,27.0,단짠 제육볶음
79650,18.0,43.0,20.0,단짠불고기 파니니
79651,16.0,36.0,12.0,단짠불고기버거
79652,6.0,44.0,7.0,단짠유부김밥
79653,0.0,46.0,11.0,단팥.더죽
79654,5.3,97.55,15.9,단팥죽
79655,1.0,33.0,4.0,단팥죽
79656,0.5,19.0,4.0,단팥죽
79657,0.5,88.0,16.0,단팥죽
79658,0.0,49.0,8.0,단팥죽
79659,16.0,26.0,6.0,단호박 리코타 샐러드
79660,10.0,24.0,4.0,단호박 리코타 심플 샐러드
79661,10.0,24.0,2.0,단호박 믹스 샐러드
79662,13.34,16.66,2.06,단호박 샐러드
79663,11.0,17.0,2.0,단호박 스윗콘샐러드
79664,14.0,41.0,11.0,단호박 에그 샌드위치 Sweet Pumpkin Egg Sandwich
79665,11.0,61.0,15.0,단호박 퀴노아현미밥과 비프스테이크
79666,1.6,15.0,1.0,단호박 크림스프
79667,16.0,55.0,15.0,단호박 현미곤약밥과 쫀득 떡스테이크
79668,4.03,14.32,1.54,단호박&고구마 샐러드
79669,0.4,28.0,1.0,단호박&마카 포켓죽
79670,4.1,44.0,2.0,단호박.더죽
79671,2.88,19.61,5.42,단호박곤드레나물밥
79672,2.7,33.0,14.0,단호박곤약밥&갈릭닭가슴살
79673,6.0,32.0,18.0,단호박닭가슴살큐브야채믹스
79674,2.1,55.0,15.0,단호박닭죽 밀키트
79675,0.8,6.0,11.0,단호박닭죽 밀키트(쌀제외)
79676,0.6,22.0,2.0,단호박당근죽 밀키트
79677,1.1,15.0,3.0,단호박두부샐러드
79678,13.0,18.0,6.0,단호박리코타치즈샐러드
79679,7.0,12.0,12.0,단호박무스&닭가슴살 햄 슬라이스-B
79680,0.5,18.0,2.0,단호박미음 밀키트
79681,8.0,36.0,19.0,단호박밥 & 스팀닭가슴살
79682,8.0,53.0,12.0,단호박밥&안동찜닭
79683,11.0,39.0,13.0,단호박밥&토마토미트볼
79684,0.7,22.0,2.0,단호박브로콜리죽 밀키트
79685,1.9,68.0,6.0,단호박비트양파죽 밀키트
79686,0.0,11.0,1.0,단호박비트양파죽 밀키트(쌀제외)
79687,1.9,69.0,6.0,단호박사과죽 밀키트
79688,0.0,13.0,0.7,단호박사과죽 밀키트(쌀제외)
79689,146.0,192.0,12.0,단호박샐러드
79690,,,3.0,단호박샐러드
79691,24.0,20.0,6.0,단호박샐러드
79692,7.0,26.0,2.0,단호박샐러드
79693,7.0,18.0,1.0,단호박샐러드
79694,11.0,23.0,2.0,단호박샐러드
79695,42.0,106.0,7.0,단호박샐러드
79696,1.0,42.0,4.0,단호박선식
79697,3.7,58.0,16.0,단호박순살찜닭&곤약볶음밥
79698,4.8,28.0,5.0,단호박스프
79699,15.0,25.0,2.0,단호박스프
79700,2.3,71.0,7.0,단호박시금치죽 밀키트
79701,0.8,14.0,2.0,단호박시금치죽 밀키트(쌀제외)
79702,1.8,16.5,3.6,단호박아몬드조림
79703,2.8,43.0,13.0,단호박야채현미밥과 깻잎청양닭가슴살큐브
79704,10.0,46.0,16.0,단호박연근영양밥&고추장불고기
79705,18.0,52.0,28.0,단호박영양밥&고추장불고기
79706,13.0,49.0,9.0,단호박영양밥&닭가슴살소시지
79707,7.81,48.93,16.67,단호박영양밥&닭가슴살소시지
79708,6.0,48.0,17.0,단호박영양밥&수비드닭가슴살
79709,17.0,71.0,23.0,단호박영양밥&숯불닭갈비
79710,17.0,55.0,20.0,단호박영양밥&안동식찜닭
79711,17.0,72.0,24.0,단호박영양밥&코다리조림
79712,6.0,51.0,17.0,단호박영양밥&토마토제육
79713,12.0,53.0,14.0,단호박영양밥과 치즈불닭
79714,1.01,15.24,0.95,단호박죽
79715,0.9,41.0,3.0,단호박죽
79716,0.74,16.37,1.53,단호박죽
79717,1.0,80.0,5.0,단호박죽
79718,0.0,24.0,1.0,단호박죽
79719,1.1,49.0,3.0,단호박죽
79720,0.9,73.0,6.0,단호박죽
79721,0.8,47.0,2.0,단호박죽
79722,3.0,44.0,3.0,단호박죽
79723,2.2,39.0,2.0,단호박죽
79724,1.2,41.0,3.0,단호박죽(270g)
79725,0.8,25.0,2.0,단호박차조죽 밀키트
79726,0.6,22.0,2.0,단호박청경채죽 밀키트
79727,3.0,30.0,4.5,단호박치즈구이
79728,10.0,44.0,18.0,단호박퀴노아밥과 비프스테이크
79729,4.4,58.0,12.0,단호박퀴노아영양밥과 버섯단호박닭가슴살큐브
79730,13.0,25.0,3.0,단호박크림수프
79731,4.6,12.0,4.0,단호박크림파스타
79732,68.0,271.0,22.0,단호박튀김
79733,3.0,22.0,6.0,단호박한우죽 밀키트
79734,3.31,78.3,9.67,단호박흑임자밥
79735,6.0,33.0,10.0,달걀지단과 메밀면 샐러드
79736,1.5,4.0,0.7,달걀파래김국
79737,9.0,66.0,11.0,달달간장 닭갈비볶음밥
79738,2.5,30.0,11.0,달래넣은차돌된장찌개
79739,0.54,21.55,8.91,달래소고기된장황죽
79740,3.8,7.0,11.0,달보드레 소불고기
79741,1.1,48.0,6.0,달인 김춘자 대구식 국물떡볶이
79742,1.2,45.0,9.0,달착지근한 팥알이 톡톡 터지는 단팥죽
79743,1.5,89.0,16.0,달콤 팥죽
79744,0.0,16.0,1.0,달콤 호박밤죽
79745,21.0,68.0,18.0,달콤간장 소고기 덮밥 정식
79746,2.7,36.0,4.0,달콤간장어묵삼각
79747,14.9,67.0,20.0,달콤간장치킨세트
79748,6.2,25.0,4.0,달콤두부샐러드
79749,3.1,41.0,7.0,달콤모임 쌀떡볶이
79750,21.0,126.0,24.0,달콤바삭 닭강정
79751,61.0,116.0,8.0,달콤한 아몬드 고구마 샐러드
79752,11.0,32.0,20.0,달콤한데리야끼치킨
79753,10.0,21.0,4.0,달콤한치즈리코타샐러드
79754,1.6,28.0,18.0,닭 안심살 매콤데리야끼
79755,8.0,118.0,66.0,닭 칼국수
79756,7.0,12.0,12.0,닭가슴살 가든 샐러드
79757,10.0,68.0,22.0,닭가슴살 갈릭볶음밥
79758,13.0,64.0,10.0,닭가슴살 감자탕 볶음밥
79759,13.0,31.0,19.0,닭가슴살 고구마 샐러드
79760,8.0,58.0,28.0,닭가슴살 곤드레볶음밥
79761,8.0,18.0,20.0,닭가슴살 곤약 순대
79762,3.4,30.0,14.0,닭가슴살 곤약볶음밥
79763,10.8,51.0,13.2,닭가슴살 곤약볶음밥 도시락
79764,9.0,46.0,29.0,닭가슴살 곤약현미 간장계란볶음밥
79765,8.0,65.0,22.0,닭가슴살 곤약현미 닭갈비볶음밥
79766,5.0,43.0,32.0,닭가슴살 곤약현미 병아리콩영양밥
79767,9.0,49.0,28.0,닭가슴살 곤약현미 시래기표고밥
79768,8.0,53.0,19.0,닭가슴살 곤약현미 전주식비빔밥
79769,6.0,76.0,22.0,닭가슴살 곤약현미 퀴노아영양밥
79770,4.6,25.0,8.6,닭가슴살 구운주먹밥
79771,2.2,24.0,9.0,닭가슴살 구운주먹밥 계란야채
79772,2.3,31.0,8.0,닭가슴살 구운주먹밥 소불고기
79773,2.9,31.0,7.0,닭가슴살 구운주먹밥 전주비빔
79774,9.0,65.0,27.0,닭가슴살 김치 볶음밥
79775,6.0,53.0,13.0,닭가슴살 김치볶음밥
79776,6.0,44.0,11.0,닭가슴살 깍두기 곤약볶음밥
79777,8.0,52.0,11.0,닭가슴살 깍두기 치밥
79778,8.0,64.0,20.0,닭가슴살 날치알 볶음밥
79779,8.0,65.0,10.0,닭가슴살 닭갈비 볶음밥
79780,7.0,30.0,12.0,닭가슴살 두부전 누들 샐러드
79781,10.0,29.0,22.0,닭가슴살 든든브리또 믹스치즈
79782,8.0,31.0,19.0,닭가슴살 든든브리또 불닭맛
79783,7.0,36.0,17.0,닭가슴살 든든브리또 오리지널
79784,6.0,63.0,24.0,닭가슴살 듬뿍 깍두기 김치 볶음밥
79785,8.0,65.0,25.0,닭가슴살 듬뿍 나시고랭 볶음밥
79786,8.0,64.0,19.0,닭가슴살 듬뿍 야채 볶음밥
79787,4.7,7.4,12.4,닭가슴살 로제 토마토소스
79788,6.0,75.0,17.0,닭가슴살 매콤강된장 볶음밥
79789,7.0,66.0,20.0,닭가슴살 버섯불고기볶음밥
79790,3.2,43.0,16.0,닭가슴살 불고기맛 곤약볶음밥
79791,6.0,57.0,9.0,닭가슴살 불고기맛볶음밥
79792,9.0,54.0,27.0,닭가슴살 불닭볶음밥
79793,16.0,17.0,15.0,닭가슴살 비엔나 샐러드
79794,5.0,35.0,18.0,닭가슴살 새송이 카레 곤약볶음밥
79795,8.0,58.0,20.0,닭가슴살 새우볶음밥
79796,2.12,7.59,6.51,닭가슴살 샐러드
79797,0.0,20.0,14.0,닭가슴살 샐러드
79798,10.0,65.0,23.0,닭가슴살 소고기미역 볶음밥
79799,5.0,62.0,23.0,닭가슴살 소불고기 볶음밥
79800,4.8,25.0,18.0,닭가슴살 야채 곤약볶음밥
79801,4.4,58.0,12.0,닭가슴살 야채볶음밥
79802,6.0,46.0,31.0,닭가슴살 야채볶음밥
79803,11.0,10.0,17.0,닭가슴살 에그 콥 샐러드
79804,9.0,71.0,22.0,닭가슴살 육개장 볶음밥
79805,6.0,81.0,17.0,닭가슴살 잡채 볶음밥
79806,0.6,14.0,3.0,닭가슴살 죽
79807,7.0,51.9,21.0,닭가슴살 중화볶음밥 도시락
79808,12.0,77.0,19.0,닭가슴살 차돌깍두기 볶음밥
79809,17.0,56.0,25.0,닭가슴살 차돌숙주 볶음밥
79810,7.16,16.54,10.12,닭가슴살 치아바타 샌드위치(봄)
79811,8.0,66.0,25.0,닭가슴살 카레 볶음밥
79812,4.8,52.3,22.0,닭가슴살 카레버섯볶음밥 도시락
79813,11.0,25.0,6.0,닭가슴살 크림 곤약리조또
79814,3.3,17.4,7.1,닭가슴살 한입브리또 고구마치즈
79815,3.6,16.0,6.0,닭가슴살 한입브리또 피자
79816,12.56,23.09,15.66,닭가슴살&고구마샐러드
79817,3.8,19.0,18.0,닭가슴살&메추리알 샐러드
79818,6.0,54.0,23.0,닭가슴살간장계란볶음밥
79819,13.0,56.0,13.0,닭가슴살간장계란볶음밥
79820,0.9,6.0,6.0,닭가슴살감자된장덮밥요리
79821,0.0,7.0,6.0,닭가슴살감자볶음
79822,6.0,62.0,24.0,닭가슴살게살볶음밥
79823,0.7,11.0,5.0,닭가슴살고구마조림
79824,12.0,26.0,22.0,닭가슴살곤약볶음밥&오믈렛
79825,16.0,25.0,25.0,닭가슴살곤약볶음밥&청양소시지
79826,2.2,28.0,24.0,닭가슴살과 오징어 포케 샐러드
79827,2.6,57.0,17.0,닭가슴살굴라쉬 덮밥
79828,7.0,56.0,16.0,닭가슴살김치볶음밥과 콘치즈
79829,5.0,69.0,19.0,닭가슴살깍두기김치볶음밥
79830,7.0,13.0,35.0,닭가슴살깻잎볶음
79831,2.1,20.0,11.0,닭가슴살냉채샐러드&곤약잡채
79832,0.0,8.0,6.0,닭가슴살단호박찜
79833,6.3,0.8,13.8,닭가슴살들깨국
79834,6.0,18.0,5.0,닭가슴살로제스파게티
79835,15.9,63.0,13.8,닭가슴살로제스파게티(밀키트)
79836,5.0,65.0,17.0,닭가슴살마늘볶음밥&매콤닭가슴살큐브
79837,7.0,37.0,11.0,닭가슴살마늘볶음밥&참치오믈렛
79838,5.0,69.0,19.0,닭가슴살매콤야채볶음밥
79839,10.0,46.8,10.6,닭가슴살버섯리조또
79840,16.0,71.0,13.0,닭가슴살볶음밥
79841,8.0,65.0,13.0,닭가슴살볶음밥
79842,7.0,36.0,11.0,닭가슴살볶음밥
79843,0.6,43.6,9.4,닭가슴살볶음밥
79844,12.0,50.0,14.0,닭가슴살볶음밥 & 오믈렛골드
79845,10.0,54.0,14.0,닭가슴살볶음밥&두부스테이크
79846,10.0,52.0,14.0,닭가슴살볶음밥&무쌉스크램블
79847,8.0,56.0,16.0,닭가슴살볶음밥&스파이시어묵볼과참치
79848,10.0,61.0,18.0,닭가슴살볶음밥&양념불닭
79849,7.0,48.0,12.0,닭가슴살볶음밥&오징어볼
79850,9.0,49.0,15.0,닭가슴살볶음밥&함박스테이크
79851,10.0,51.0,19.0,닭가슴살볶음밥과 비프토마토
79852,10.0,51.0,19.0,닭가슴살볶음밥과 비프토마토
79853,12.0,17.0,22.0,닭가슴살볼&레드커리 두부파스타
79854,4.2,44.0,25.0,닭가슴살볼병아리콩샐러드 & 곤약야채현미볶음밥
79855,7.0,48.0,29.0,닭가슴살불닭볶음밥
79856,1.7,9.3,27.6,닭가슴살브로콜리장조림
79857,1.3,61.0,16.0,닭가슴살새우가지 덮밥
79858,5.0,52.0,20.0,닭가슴살새우볶음밥
79859,7.0,23.0,20.0,닭가슴살샐러드
79860,0.8,17.0,11.0,닭가슴살샐러드
79861,3.8,20.0,12.0,닭가슴살샐러드
79862,1.95,9.89,11.86,닭가슴살샐러드
79863,0.83,1.88,9.05,닭가슴살샐러드-S
79864,8.0,52.0,24.0,닭가슴살소불고기볶음밥
79865,2.0,46.0,22.0,닭가슴살슬라이스&고구마큐브
79866,2.9,68.0,24.0,닭가슴살야채볶음밥
79867,5.0,71.0,12.0,닭가슴살양파송송볶음밥
79868,6.0,27.0,13.0,닭가슴살오리엔탈샐러드
79869,7.0,42.0,19.0,닭가슴살오징어볼&콩콩푸드밥
79870,7.0,61.0,8.0,닭가슴살짜장&새우볶음밥
79871,9.0,48.0,20.0,닭가슴살참치김치볶음밥
79872,0.9,7.0,6.0,닭가슴살카레덮밥요리
79873,6.0,50.0,21.0,닭가슴살카레볶음밥
79874,3.6,12.0,8.0,닭가슴살토마토크림덮밥소스
79875,6.0,66.0,16.0,닭가슴살통새우볶음밥
79876,8.0,8.0,20.0,닭가슴살햄슬라이스&스모크드치즈-B
79877,2.1,49.0,11.0,닭가슴살현미곤약떡볶이
79878,78.0,59.0,19.0,닭가슴살흑임자샌드
79879,11.0,56.0,14.0,닭갈비곤약볶음밥&콘치즈
79880,5.0,65.0,9.0,닭갈비덮밥
79881,16.0,72.0,12.0,닭갈비볶음밥
79882,4.8,41.0,8.0,닭갈비볶음밥
79883,6.0,73.0,9.0,닭갈비볶음밥
79884,5.0,33.0,6.0,닭갈비삼각김밥
79885,8.0,46.0,12.0,닭갈비정식
79886,10.0,292.0,98.0,닭고기 듬뿍 초계국수
79887,8.0,71.0,23.0,닭고기 우엉 계란 덮밥
79888,3.2,125.0,29.0,닭고기가지렌틸콩진밥 밀키트
79889,1.0,21.0,20.0,닭고기가지렌틸콩진밥 밀키트(쌀제외)
79890,0.12,1.23,3.4,닭고기감자국
79891,2.1,70.0,17.0,닭고기감자비트죽 밀키트
79892,0.6,13.0,12.0,닭고기감자비트죽 밀키트(쌀제외)
79893,1.8,51.0,16.0,닭고기감자시금치죽 밀키트
79894,0.7,10.0,13.0,닭고기감자시금치죽 밀키트(쌀제외)
79895,2.5,74.0,18.0,닭고기감자오트밀죽 밀키트
79896,1.0,17.0,13.0,닭고기감자오트밀죽 밀키트(쌀제외)
79897,0.7,22.0,7.0,닭고기감자죽 밀키트
79898,2.0,70.0,16.0,닭고기고구마수수대추죽 밀키트
79899,0.7,21.0,12.0,닭고기고구마수수대추죽 밀키트(쌀제외)
79900,1.7,52.0,14.0,닭고기고구마양파죽 밀키트
79901,0.6,10.0,11.0,닭고기고구마양파죽 밀키트(쌀제외)
79902,1.9,58.0,16.0,닭고기근대찹쌀죽 밀키트
