,DESC_KOR,NN
766,치즈스페셜 오리진L,치즈
767,치즈스페셜 치즈캡L,치즈
768,시카고딥 노엣지R,nan
769,시카고딥 노엣지L,nan
770,페퍼로니 플러스 오리진R,페퍼로니
771,페퍼로니 플러스 치즈캡R,페퍼로니
772,페퍼로니 플러스 오리진L,페퍼로니
773,페퍼로니 플러스 치즈캡L,페퍼로니
774,하와이안스페셜 오리진R,하와이
775,하와이안스페셜 치즈캡R,하와이
776,하와이안스페셜 오리진L,하와이
777,하와이안스페셜 치즈캡L,하와이
778,트러플베지테리안 오리진R,테리
779,트러플베지테리안 치즈캡R,테리
780,트러플베지테리안 오리진L,테리
781,트러플베지테리안 치즈캡L,테리
782,고르곤졸라R,고르곤졸라
783,고르곤졸라L,고르곤졸라
784,불고기샌드,불고기
785,쉬골샌드,드
786,포골샌드,드
787,치즈추가(샌드),치즈
788,홈샐바,nan
789,홈샐바세트,세트
790,핫오븐치킨,오븐
791,핫하프치킨,하프
792,바비큐폭립,바비큐
793,The 오븐치킨,오븐
794,하프치킨(오븐치킨 반마리),하프
795,BBQ갈비라이스,갈비
796,베이컨 크림리조또,베이컨
797,오븐치즈 베이컨 크림스파게티,오븐
798,오븐치즈 미트 스파게티,오븐
799,쉬림프 까르보나라,까
800,스파이시 포테이토,스파이
801,베이크윙(4ea),nan
802,베이크윙(8ea),nan
803,핫윙(4ea),nan
804,핫윙(8ea),nan
805,크리스피 텐더치킨(4ea),크리스
806,크리스피 텐더치킨(8ea),크리스
807,어니언링,어니언
808,케이준치킨샐러드,케이준
809,홈샐러드(하절기),샐러드
810,홈샐러드(동절기),샐러드
811,4구 샐러드,샐러드
812,1회용 피클,피클
813,1회용 갈릭디핑소스,릭
814,1회용 핫소스,핫소스
815,허니머스타드소스,허니
816,눈꽃치즈피자 L,눈꽃
817,눈꽃치즈피자 R,눈꽃
818,눈꽃치즈피자 (씬),눈꽃
819,불금피자 L,피자
820,불금피자 R,피자
821,불금피자 (씬),피자
822,갈릭쉬림프 L,nan
823,갈릭쉬림프 R,nan
824,갈릭쉬림프 (씬),nan
825,베이컨체다 L,베이컨
826,베이컨체다 R,베이컨
827,베이컨체다 (씬),베이컨
828,핫치킨 L,치킨
829,핫치킨 R,치킨
830,핫치킨 (씬),치킨
831,맵피자 L,nan
832,맵피자 R,nan
833,달피자 L,피자
834,달피자 R,피자
835,리얼고구마 L,리얼
836,리얼고구마 R,리얼
837,리얼고구마 (씬),리얼
838,크림치즈포테이토 L,포
839,크림치즈포테이토 R,포
840,크림치즈포테이토 (씬),포
841,마불피자 L,피자
842,마불피자 R,피자
843,마불피자 (씬),피자
844,울트라콤비네이션 L,네이션
845,울트라콤비네이션 R,네이션
846,울트라콤비네이션 (씬),네이션
847,신세개피자 L,피자
848,신세개피자 R,피자
849,신세개피자 (씬),피자
850,신세개피자2 L,개피
851,신세개피자2 R,개피
852,신세개피자2 (씬),개피
853,수퍼수프림 L,프림
854,수퍼수프림 (씬),프림
855,고구마 L,고구마
856,고구마 (씬),고구마
857,불고기 L,불고기
858,불고기 (씬),불고기
859,페퍼로니 L,페퍼로니
860,페퍼로니 (씬),페퍼로니
861,치즈 L,치즈
862,치즈 (씬),치즈
863,핫바비큐 L,바비큐
864,핫바비큐 R,바비큐
865,핫바비큐 (씬),바비큐
866,씨푸드 L,nan
867,씨푸드 R,nan
868,씨푸드 (씬),nan
869,포테이토베이컨 L,이토
870,포테이토베이컨 R,이토
871,포테이토베이컨 (씬),이토
872,파스트라미 L,파스트라미
873,파스트라미 R,파스트라미
874,파스트라미 (씬),파스트라미
875,맵고달고 L,nan
876,맵고달고 R,nan
877,맵고달고 (씬),nan
878,국물떡볶이,떡볶이
879,치즈스파게티,치즈
880,베이크윙봉,nan
881,콘샐러드,콘
882,달콤닭강정,강정
883,치즈-프라이,치즈
884,새우링,새우
885,새우리조또,우리
886,낙지리조또,낙지
887,치킨텐더,치킨
888,콘버터,콘
889,치즈크러스트,nan
890,고구마 크러스트,고구마
891,크림치즈 크러스트,nan
892,전주불백피자R,전주
893,전주불백피자L,전주
894,꿈을피자R,피자
895,꿈을피자L,피자
896,부산피자R,부산
897,부산피자L,부산
898,쉬림프&핫치킨골드피자R,nan
899,쉬림프&핫치킨골드피자L,nan
900,단호박골드피자R,호박
901,단호박골드피자L,호박
902,어깨피자R,어깨
903,어깨피자L,어깨
904,단호박피자R,호박
905,단호박피자L,호박
906,콤비네이션피자R,콤비네이션
907,콤비네이션피자L,콤비네이션
908,더너피자 바베킹R,킹
909,더너피자 바베킹L,킹
910,웃음꽃피자R,피자
911,웃음꽃피자L,피자
912,고구마골드피자R,고구마
913,고구마골드피자L,고구마
914,목동피자R,목동
915,목동피자L,목동
916,고르곤졸라R,고르곤졸라
917,고르곤졸라L,고르곤졸라
918,포테이토피자R,테이
919,포테이토피자L,테이
920,베이컨체다치즈피자R,베이컨
921,베이컨체다치즈피자L,베이컨
922,불고기피자R,불고기
923,불고기피자L,불고기
924,야채피자R,피자
925,야채피자L,피자
926,하와이안피자R,하와이
927,하와이안피자L,하와이
928,페페로니피자R,페페
929,페페로니피자L,페페
930,치즈피자R,치즈
931,치즈피자L,치즈
932,고구마피자R,고구마
933,고구마피자L,고구마
934,핫&스파이시치킨피자R,스파이
935,핫&스파이시치킨피자L,스파이
936,콰트로포르마지오R,콰트로
937,콰트로포르마지오L,콰트로
938,쉬림프&안심골드피자R,nan
939,쉬림프&안심골드피자L,nan
940,슈크림치즈스틱,슈크림
941,로제치즈오븐스파게티,치즈
942,치즈볼&바게트스틱,치즈볼
943,치즈볼,치즈볼
944,바게트스틱,바게트
945,콘치즈그라탕 L,콘
946,콘치즈그라탕 R,콘
947,버팔로윙 4조각,버
948,버팔로윙 10조각,버
949,단호박+고구마샐러드,호박
950,치즈오븐스파게티,치즈
951,까르보나라스파게티,까
952,브래드스틱,브래드
953,고구마스틱,고구마
954,치즈스틱,치즈스틱
955,팥치즈반달빵,치즈
956,치킨텐더 6조각,치킨
957,스노우칠리감자,스노우
958,한턱 쏘시지L,nan
959,한턱 쏘시지M,nan
960,관자네 온 새우L,관자
961,관자네 온 새우M,관자
962,골드랑군L,골드
963,골드랑군M,골드
964,쓰리고L,nan
965,쓰리고M,nan
966,코코쉬림프L,nan
967,코코쉬림프M,nan
968,모모스테이키L,모모
969,모모스테이키M,모모
970,맵뜨락L,nan
971,맵뜨락M,nan
972,비포 (비프앤포크)L,비프
973,비포 (비프앤포크)M,비프
974,토핑들의 수다L,핑
975,토핑들의 수다M,핑
976,웨스틴콤보더블L,nan
977,웨스틴콤보더블M,nan
978,리치킨BBQ L,치킨
979,리치킨BBQ M,치킨
980,스파이시쉬림프L,nan
981,스파이시쉬림프M,nan
982,베이컨포테이토L,베이컨
983,베이컨포테이토M,베이컨
984,콰트로L,콰트로
985,콰트로M,콰트로
986,차슈(불갈비)L,갈비
987,차슈(불갈비)M,갈비
988,슈프림콤비L,슈프림
989,슈프림콤비M,슈프림
990,불고기L,불고기
991,불고기M,불고기
992,스윗고구마L,nan
993,스윗고구마M,nan
994,페페로니L,페페
995,페페로니M,페페
996,멜팅치즈L,nan
997,멜팅치즈M,nan
998,웨지포테이토L,nan
999,웨지포테이토M,nan
1000,넌필수있어L,넌
1001,베이컨의꿈L,베이컨
1002,걱정말아요허니L,아
1003,스파이시쉬림프 크러스트 L,nan
1004,스파이시쉬림프 크러스트 M,nan
1005,베이컨포테이토 바이트 L,베이컨
1006,베이컨포테이토 바이트 M,베이컨
1007,웨지포테이토 소보로 L,소보
1008,웨지포테이토 소보로 M,소보
1009,불고기 크러스트L,불고기
1010,불고기 크러스트M,불고기
1011,차슈 바이트L,바이트
1012,차슈 바이트M,바이트
1013,페페로니 소보로L,페페
1014,페페로니 소보로M,페페
1015,스윗고구마 골드L,골드
1016,스윗고구마 골드M,골드
1017,국물떡볶이,떡볶이
1018,치즈국물떡볶이,치즈
1019,모둠튀김,nan
1020,고구마 튀김(5pcs),고구마
1021,순살치킨,치킨
1022,새우링(10pcs),새우
1023,모짜렐라오븐파스타,레
1024,오븐구이치킨,오븐
1025,코코쉬림프(8pcs),nan
1026,플로리다랑군(7pcs),플로리다
1027,버팔로스틱-핫윙(7pcs),버
1028,치킨텐더(7pcs),치킨
1029,치즈스틱(7pcs),치즈스틱
1030,베이컨크림파스타,베이컨
1031,불갈비파스타,갈비
1032,미트소스파스타,미트
1033,피클모듬세트,피클
1034,치포틀소스,포트
1035,살사소스,살사
1036,까망베르소스,베르
1037,머스타드소스,머스타드
1038,꿀 자몽,nan
1039,허니 레몬,허니
1040,복숭아,복숭아
1041,블루베리 솔베,블루베리
1042,망고 솔베,망고
1043,딸기 솔베,딸기
1044,블루베리 라떼,블루베리
1045,망고 라떼,망고
1046,딸기 라떼,딸기
1047,레몬,레몬
1048,바나나 품은 헤이즐넛 초코렛,바나나
1049,바나나 속 초코칩,바나나
1050,헤이즐넛 초코렛,nan
1051,바나나,바나나
1052,카페 모카,카페
1053,민트 초코,민트
1054,바닐라 빈,바닐라
1055,솔티드 카라멜,드
1056,바닐라,바닐라
1057,카라멜,카라멜
1058,마스카포네치즈,스카
1059,그린티,그린
1060,피넛버터 & 젤리,젤리
1061,스트라치아텔라,nan
1062,그린티 티라미수,그린
1063,티라미수,티라미수
1064,쿠키 & 크림,쿠키
1065,초코렛,nan
1066,땅콩 바나나,땅콩
1067,솜사탕,솜사탕
1068,다크초코렛,nan
1069,리코타,코타
1070,크리미 요거트,크리미
1071,요거트,nan
1072,화이트 초코렛+레인보우 토핑콘,화이트
1073,다크 초코렛+오레오 토핑콘,다크
1074,플레인 와플콘,플레인
1075,레드 포레스트,레드
1076,더블 초코 바나나,더블
1077,망고 요거트,망고
1078,솔티드 카초멜리아,드
1079,카초멜리아,카
1080,딸기 요거트,딸기
1081,블루베리 요거트,블루베리
1082,케냐 니에리,케냐
1083,에티오피아 게라,에티오피아
1084,브라질 만티게이라 BSCA,브라질
1085,과테말라 누에보 오리엔테,과테말라
1086,더치 블랙 - 에티오피아 예가체프,더치
1087,더치 블랙 - 케냐AA,더치
1088,더치 오션,더치
1089,더치 썬셋,더치
1090,에스프레소 블랙 N2,에스프레소
1091,돌체 카푸치노 N2,돌
1092,에스프레소,에스프레소
1093,에스프레소 마끼아또,에스프레소
1094,에스프레소 콘파냐,에스프레소
1095,아메리카노,아메리카노
1096,카페라떼,nan
1097,바닐라 카페라떼,바닐라
1098,카라멜 카페라떼,카라멜
1099,헤이즐넛 카페라떼,nan
1100,카푸치노,카푸치노
1101,카페모카,카페모카
1102,화이트모카,화이트
1103,민트모카,민트
1104,카라멜마끼아또,카라멜
1105,아이스 아메리카노,아이스
1106,아이스 카페라떼,아이스
1107,아이스 바닐라 카페라떼,아이스
1108,아이스 헤이즐넛 카페라떼,아이스
1109,아이스 카푸치노,아이스
1110,아이스 카페모카,아이스
1111,아이스 화이트모카,아이스
1112,아이스 민트모카,아이스
1113,아이스 카라멜마끼아또,아이스
1114,아포가토,아포가토
1115,다크초코 라떼,다크
1116,민트 초콜릿 라떼,민트
1117,그린티 라떼,그린
1118,홍차라떼,홍
1119,아이스 다크초코 라떼,아이스
1120,아이스 민트 초콜릿 라떼,아이스
1121,아이스 고구마 라떼,아이스
1122,아이스 그린티 라떼,아이스
1123,아이스 홍차 라떼,아이스
1124,레몬 아이스티,레몬
1125,복숭아 아이스티,복숭아
1126,레몬티,레
1127,아이스 레몬티,아이스
1128,허브티,허브
1129,아이스 허브티,아이스
1130,홍차,홍차
1131,아이스 홍차,아이스
1132,녹차,녹차
1133,아이스 녹차,아이스
1134,딸기주스,딸기
1135,토마토 주스,토마토 주스
1136,키위주스,키위
1137,베리&바나나 주스,베리
1138,스위티 파이,스위티
1139,마이 몽키,몽
1140,러브 미,러브
1141,레몬에이드,레몬
1142,오렌지에이드,오렌지
1143,자몽에이드,에이드
1144,젤라또 쉐이크,젤라
1145,플레인 요거트 스무디,플레인
1146,딸기 요거트 스무디,딸기
1147,블루베리 요거트 스무디,블루베리
1148,아이스 모카 블렌디모,아이스
1149,아이스 카라멜 블렌디모,아이스
1150,아이스 그린티 블렌디모,아이스
1151,아이스 초콜릿 블렌디모,아이스
1152,아이스 민트초코칩 블렌디모,아이스
1153,아이스 민트모카 블렌디모,아이스
1154,플레인 / 어니언 / 블루베리 베이글,플레인
1155,치즈 / 초코칩 / 블루베리 머핀,치즈
1156,플레인 에그디쉬,플레인
1157,블루베리 에그디쉬,블루베리
1158,이탈리안 에그디쉬,이탈리안
1159,갈릭 치즈 부기브레드,릭
1160,토마토 치즈 부기브레드,토마토
1161,허니브레드,허니
1162,젤라또 브레드,젤라
1163,크로크무슈,nan
1164,베이컨 치즈 팟파이,베이컨
1165,치킨 팟파이,치킨
1166,불고기 브리또,불고기
1167,핫칠리치킨 브리또,칠리
1168,쿠키&크림 번버거,쿠키
1169,티라미수 번버거,티라미수
1170,쿠키&크림 번버거 + 아메리카노 SET,쿠키
1171,티라미수 번버거 + 아메리카노 SET,티라미수
1172,수플레 치즈케잌,수플레
1173,티라미수 케잌,티라미수
1174,초코무스 케잌,초코
1175,레드벨벳 요거트 롤,레드벨벳
1176,그린티 롤,그린
1177,티라미수 샌디,티라미수
1178,리코타 딸기 샌디,코타
1179,쿠키 & 크림 샌디,쿠키
1180,클래식 플레인 와플,클래식
1181,클래식 블루베리 와플,클래식
1182,클래식 마롱 와플,클래식
1183,플레인와플&젤라또,플레인
1184,블루베리와플&젤라또,블루베리
1185,초코와플&젤라또,초코
1186,녹차와플&젤라또,녹차
1187,까르보나라 젤빙,까
1188,망고 크림젤빙,망고
1189,망고젤빙,망고
1190,치즈베리 젤빙,치즈
1191,밀크팥 젤빙,밀크
1192,딸기젤빙,딸기
1193,오리지날 팥빙수,팥빙수
1194,요거트빙수,nan
1195,녹차빙수,녹차
1196,쿠키&크림빙수,쿠키
1197,망고빙수,망고
1198,블루베리치즈빙수,블루베리
1199,못난이찹쌀꽈배기,찹쌀
1200,못난이찹쌀팥도넛,찹쌀
1201,못난이찹쌀유자도넛,찹쌀
1202,못난이찹쌀고구마크림치즈도넛,찹쌀
1203,못난이찹쌀핫도그,찹쌀
1204,못난이찹쌀모짜렐라치즈핫도그,찹쌀
1205,못난이찹쌀모짜렐라치즈도넛,찹쌀
1206,코코스페셜호두과자,코코
1207,코코스페셜코코너츠,nan
1208,선물용 대,nan
1209,선물용 중,nan
1210,선물용 소,소
1211,미니케이스 럭셔리,미니
1212,미니케이스 대,미니
1213,미니케이스 소,미니
1214,레드컵,레드
1215,초코컵,초코
1216,프리백,프리
1217,간식용11개,간식
1218,간식용19개,간식
1219,간식용38개,간식
1220,단체간식용 호두과자,단체
1221,허니땅콩,허니
1222,아몬드,아몬드
1223,캐슈넛,nan
1224,초콜릿 글레이즈드,초콜릿
1225,로열 루비 초콜릿 링,로열
1226,더블 다크 초콜릿 필드,더블
1227,퓨어 화이트 초콜릿 필드,퓨어
1228,크런치 밀크 초콜릿 링,크런치
1229,크림치즈 필드,nan
1230,초콜릿 필드,초콜릿
1231,로투스 비스코프 도넛,도넛
1232,리고 피넛버터 도넛,도넛
1233,미니 오리지널 글레이즈드,미니
1234,초코홀릭,초코
1235,초콜릿 아이스드 글레이즈드,초콜릿
1236,딸기와플넛,nan
1237,초코와플넛,nan
1238,카라멜와플넛,nan
1239,오리지널 글레이즈드,레이즈
1240,카라멜 아이스드,카라멜
1241,슈거 코티드,슈거
1242,뉴욕 치즈케익,뉴욕
1243,파우더 스트로베리 필드,스트로베리 필드
1244,글레이즈드 사워 크림,레이즈
1245,글레이즈드 초콜릿 케익,레이즈
1246,메론 스무디,메로
1247,살구자두 스무디,자두
1248,블루베리 요거트 스무디,블루베리
1249,밀크티,밀크티
1250,다크 핫 초콜릿,다크
1251,망고스무디,망고
1252,스트로베리 스무디,스트로
1253,아메리카노S,아메리카노
1254,아메리카노M,아메리카노
