,DESC_KOR,NN
72508,MAC&CHEESE 스파게티,스파게티
72509,THE매운맛라면,매운맛
72510,굴진짬뽕 용기,짬뽕
72511,깻잎라면,nan
72512,꽃게랑면,꽃게
72513,대파라면,nan
72514,떡라면,nan
72515,라면볶이,nan
72516,부산어묵탕라면,부산
72517,부자될라면,nan
72518,송송썰린 김치가 푸짐한 김치찌개라면,송
72519,송탄 영빈루 짜장,송탄
72520,송탄 영빈루 짬뽕,송탄
72521,쇠고기미역국라면Cup,쇠고기
72522,순후추라면 매운맛,후추
72523,순후추라면 사골곰탕맛,후추
72524,스낵면 Cup,스낵면
72525,스낵면용기,스낵면
72526,스파게티용기,스파게티
72527,열라면Cup,열라면
72528,오뚜기 리얼치즈라면,오뚜기
72529,오뚜기 볶음진짬뽕,오뚜기
72530,오뚜기 부대찌개라면,오뚜기
72531,오뚜기 북엇국라면,오뚜기
72532,오뚜기 새우탕면,오뚜기
72533,오뚜기 유부우동,오뚜기
72534,오뚜기 진라면 순한맛,오뚜기
72535,오뚜기 진짜장,오뚜기
72536,오뚜기 진짬뽕,오뚜기
72537,오뚜기 참깨라면,오뚜기
72538,오뚜기 철판뽀끼,오뚜기
72539,오뚜기 크림진짬뽕,오뚜기
72540,오뚜기김치면,오뚜기
72541,오뚜기쇠고기미역국라면,오뚜기
72542,오뚜기열라면,오뚜기
72543,오뚜기오동통면,오뚜기
72544,오뚜기육개장,오뚜기
72545,오뚜기진라면매운맛,오뚜기
72546,오뚜기진진짜라,오뚜기
72547,오뚜기카레면 용기,오뚜기
72548,오라면CUP,라면
72549,오모리부대찌개라면,모리
72550,오모리참치찌개라면,모리
72551,완면각 짬뽕,짬뽕
72552,유부우동Cup,유부
72553,육개장,육개장
72554,인생라면,인생
72555,제주마늘라면,제주
72556,종가집김치찌개라면,김치찌개
72557,진라면Cup매운맛,진라면
72558,진라면Cup순한맛,진라면
72559,진짜장 Cup,장
72560,진짬뽕cup,짬뽕
72561,짜계치,nan
72562,짜라볶이,라볶이
72563,짜장볶이,nan
72564,참깨누룽지탕면,참깨
72565,참깨라면 CUP,참깨
72566,청양고추라면,청양고추
72567,치즈맛라면,치즈
72568,치즈볶이,nan
72569,치즈볶이CUP,nan
72570,튀김우동,튀김우동
72571,하트시그널 짜라볶이,하트
72572,하트시그널 치즈게티,하트
72573,희망줄라면,희망
72574,오뚜기 케챂볶음면,오뚜기
72575,오뚜기 열려라참깨라면,오뚜기
72576,100%제주감귤착즙,제주
72577,100%애플비트캐롯주스,애플
72578,냉동마늘바게트,마늘
72579,냉동마늘빵(양면),마늘빵
72580,마늘바게트,마늘
72581,치즈바게트,치즈
72582,순수 자일리톨 캔디(레몬),순수
72583,순수 자일리톨 캔디(클래식),순수
72584,카스 0.0(Cass 0.0),카스
72585,게 화이트소스 고로케,화이트
72586,성게 화이트소스 고로케,화이트
72587,제주달콤레드향주스,nan
72588,제주달콤한라봉주스,주스
72589,제주달콤천혜향주스,주스
72590,오션스프레이 루비레드 자몽 드링크,오션
72591,썬키스트 레몬에이드,썬키스트
72592,자연드림 감귤음료,드림
72593,오션스프레이 크랜베리 클래식,오션
72594,썬키스트머스캣드링크,썬키스트
72595,썬키스트 망고,썬키스트
72596,썬키스트포도드링크,썬키스트
72597,썬키스트오렌지드링크,썬키스트
72598,썬키스트 사과드링크,썬키스트
72599,파인애플 봉봉,파인애플
72600,썬키스트 오렌지드링크180,썬키스트
72601,아모프루타 포도,포도
72602,썬키스트 망고 드링크,썬키스트
72603,포도 봉봉,포도
72604,환타 오렌지향,환타
72605,핑크복숭아 에이드,핑크
72606,퓨레어 자몽,nan
72607,퓨레어 레몬,레몬
72608,퓨레어 라임,라임
72609,트루스파클링 자몽,nan
72610,트루스파클링 레몬,레몬
72611,캔디바 스파클링,캔디
72612,토닉워터,토닉
72613,파워업,파워
72614,탐사 토닉워터,토닉
72615,탐사 제로사이다,제로
72616,탐사 스파클링 청포도,스파크
72617,탐사 스파클링 자몽,스파크
72618,탐사 스파클링 레몬,스파크
72619,탐사 스파클링 라임,스파크
72620,탐사 스파클링 그린애플,스파크
72621,탄산레몬라임,탄산
72622,오란씨오렌지,오란씨
72623,진저에일,진저에일
72624,자연드림사이다,드림
72625,자몽 에이드,에이드
72626,유어스벚꽃스파클링,유
72627,원에이엠 스파클링 베리,스파크
72628,원에이엠 스파클링 라임,스파크
72629,워터멜론스파클링,워터
72630,요구르트스파클링,요구르트
72631,오션스프레이 스파클링 피치,오션
72632,오션스프레이 스파클링 애플,오션
72633,탐사 밀키소다,nan
72634,크림소다,크림
72635,애플소다,애플
72636,엔톡 청포도향,청포도
72637,엔톡 복숭아향,복숭아
72638,상큼한 비타민 레모나 스파클링,비타민
72639,사이다스파클링,사이다
72640,씨그램 THE 탄산 애플민트,그램
72641,씨그램 THE 탄산 레몬,그램
72642,몽베스트 위드 스파클링 워터 레몬,몽
72643,몽베스트 위드 스파클링 워터 라임,몽
72644,슈웹스 라임피즈,슈웹스
72645,Sunkist 탄산 레몬에이드,탄산
72646,써니텐 오렌지향,써니텐
72647,스프라이트 킨 사이다,스프라이트
72648,스프라이트 익스트림,스프라이트
72649,스파클링워터오렌지피치,스파크
72650,스파클링워터베리메들리,스파크
72651,스파클링 자두,스파크
72652,스파클링 야쿠르트,스파크
72653,스파클링 샤인머스켓,스파크
72654,스파클링 바나나,스파크
72655,산토리니 자몽,산토리
72656,산토리니 레몬,산토리
72657,산토리니 라임,산토리
72658,사이다,사이다
72659,사과톡톡,nan
72660,무민 크림소다,무민
72661,무민 복숭아소다,무민
72662,딜라이트사이다,디
72663,비타민C레몬스파클링,비타민
72664,블루레몬에이드,블루
72665,블라썸 에이드베리 히비스커스,에이드
72666,블라썸 에이드 레몬캐모마일,에이드
72667,복숭아톡톡,nan
72668,바이오티 애플소다,바이오
72669,나랑드 사이다,드
72670,깔라만시 스파클링,라만
72671,Sunkist 쿨라임 스파클링,스파크
72672,빡,nan
72673,XS망고파인애플구아바,망고
72674,XS 크랜베리,베리
72675,XS 레드,레드
72676,XS 니온,nan
72677,Sunkist 요거트 스파클링,스파크
72678,Sunkist 과일사이다 파인애플,과일
72679,Sunkist 과일사이다 체리,과일
72680,Sunkist 과일사이다 멜론,과일
72681,Sunkist 과일사이다 딸기키위,과일
72682,Sunkist 허니유자,허니
72683,Sunkist 모과생강,생강
72684,Sunkist 망고,망고
72685,Sunkist 매실,nan
72686,레드 스무디,레드
72687,Sunkist 오렌지,오렌지
72688,Sunkist 석류,nan
72689,Sunkist  제주감귤,제주
72690,Sunkist 사과,사과
72691,머스캣드링크,머스캣
72692,망고앤코코넛,망고
72693,골드유자,골드
72694,미닛메이드 플라워 벚꽃&사과,미닛메이드
72695,꿀대추,nan
72696,골든드랍 흑당 치즈라떼,치즈
72697,레몬진저,레몬
72698,Sunkist 알로에 여왕,알로에
72699,그린스무디,그린
72700,닥터유 드링크 비타민 망고맛,닥터
72701,Sunkist 유자,유자
72702,마누카허니레몬에이드,누
72703,뷰티콜라겐,뷰티
72704,멜론요거트,멜론
72705,Sunkist 바나나,바나나
72706,머스크멜론,nan
72707,골드키위,골드
72708,Sunkist 훼미리 알로에,미리
72709,말랑카우 밀크에이드,말랑
72710,비타베라워터 밸런스,워터
72711,비타베라워터 울트라-C,워터
72712,샤인머스켓,nan
72713,스마일애플망고,스마일
72714,스무디 그린,스무디
72715,스무디 레드,스무디
72716,스무디 옐로우,스무디
72717,썬키스트 석류드링크,썬키스트
72718,아미노화이버드링크,아미
72719,아쿠아이온밸런스,아쿠아
72720,알로에 요거트 딸기,알로에
72721,알로에 요거트 망고,알로에
72722,알로에 요거트 코코넛,알로에
72723,알로에 요거트 파인애플,알로에
72724,알로에베라킹,로에베
72725,알로에베라킹 망고(UPC),로에베
72726,알로에베라킹 오리지날,로에베
72727,알로에베라킹 오리지날(UPC),로에베
72728,알로에음료,알로에
72729,알카라인워터,카라
72730,옐로우 스무디,옐로
72731,요구르트 에이드 코코,요구르트
72732,워터멜론,워터
72733,자연은 요거상큼 코코&복숭아,코코
72734,자연은 요거풋풋 코코&사과,풋풋
72735,코코팜 화이트 요구르트,코코
72736,키위맛 알로에,키위
72737,탐앤탐스 바디 밸런스이온,탐앤탐스
72738,파머스 딸기맛 알로에,딸기
72739,파머스 석류맛 알로에,알로에
72740,파머스 알로에,알로에
72741,파머스 알로에 수박맛,알로에
72742,파머스 알로에 슈가프리 오리지날,알로에
72743,파머스 알로에 코코넛,알로에
72744,파머스알로에,nan
72745,파머스알로에 망고(EAN),망고
72746,파머스알로에 파인애플(EAN),파인애플
72747,푸르티 애플망고,애플
72748,오엘비 딜&차이브 감자칩,오엘
72749,오엘비 사워크림&어니언 감자칩,오엘
72750,오엘비 치즈 두들 스낵-35g,오엘
72751,오엘비 치즈 볼즈-160g,오엘
72752,오엘비 치즈 볼즈-35g,오엘
72753,오엘비 치즈 스노우볼즈,오엘
72754,감자칩 블랙 트러플맛(125g),감자칩
72755,감자칩 스위트 칠리 쳐트니맛,감자칩
72756,감자칩 씨솔트 앤 크러쉬드 블랙페퍼맛,감자칩
72757,감자칩 씨솔트맛,감자칩
72758,감자칩 와사비앤강황맛,감자칩
72759,감자칩 체리토마토앤올리브맛,감자칩
72760,퀴노아 칩 페루비안핑크솔트맛,퀴노아
72761,퀴노아 할라피뇨앤체다치즈맛,퀴노아
72762,퀴노아칩 스위트 칠리 살사맛,퀴노아
72763,옥반사과즙,옥
72764,옥반통째로갈아만든배즙,배
72765,옥산가,옥산
72766,바닐라플레이버케이크,바닐라
72767,치즈플레이버케이크,치즈
72768,꿈엔들 제주감귤,꿈엔들
72769,꿈엔들 매실,꿈엔들
72770,한라봉제주감귤,제주
72771,꿈엔들 복숭아,꿈엔들
72772,꿈엔들 포도,꿈엔들
72773,꿈엔들 배,꿈엔들
72774,꿈엔들 블루베리,꿈엔들
72775,꿈엔들 복분자,꿈엔들
72776,복분자즙,분자
72777,꿈엔들 식혜,꿈엔들
72778,네이처 시크릿 모과생강,네이처
72779,꿈엔들 알로에,꿈엔들
72780,연희네 들깨보송이,연희
72781,자연그대로 플레인요거트 Plain Yoghurt,플레인
72782,네니아 블루베리 요구르트,니아
72783,네니아 딸기 요구르트,니아
72784,자연그대로 딸기요거트 Strawberry Yoghurt,딸기
72785,자연그대로 블루베리요거트 Blueberry Yoghurt,블루베리
72786,정호영 감자고로케,정호영
72787,토란칩,토란
72788,초코 챔스,초코
72789,올리고단호박식혜,호박
72790,올리고전통백미식혜,백미
72791,어니언 롱킥,어니언
72792,순수 롱킥,순수
72793,순수 라이스팡(시금치팡),순수
72794,순수 라이스팡(딸기팡),순수
72795,순수 라이스팡(단호박팡),순수
72796,소프트 롱킥,소프트
72797,담백한 롱킥,nan
72798,달콤한 롱킥,nan
72799,고소한 롱킥,nan
72800,현미 순수롱킥,현미
72801,현미 소프트롱킥,현미
72802,현미 딸기팡,현미
72803,순수 라이스팡(순수팡),순수
72804,자일리톨 100% 사탕,자일리톨
72805,씨씨 오렌지(팩) (200ml),오렌지
72806,씨씨 오렌지버블(캔),오렌지
72807,스모크 솔트 캐러멜(Smoked Salt Caramel),솔트
72808,으른우유 향긋한 밀크티,밀크티
72809,으른우유 진한 밀크티,진한
72810,설성목장 플레인 요거트,성
72811,카바야 더블소다향캔디,카바
72812,트롤리지구본모양구미,트롤
72813,시크릿쥬쥬 사과,시크릿
72814,시크릿쥬쥬 청포도,시크릿
72815,엑스링다이노 사과,다이노
72816,공룡메카드 오렌지,공룡
72817,공룡메카드 사과,공룡
72818,브레드이발소 오렌지,브레드
72819,소피루비 포도,소피
72820,튼튼한  리틀어피치 딸기맛,리틀
72821,튼튼한 리틀라이언 밀크맛,리틀
72822,리즐링 백포도 주스,리즈
72823,바질씨드 드링크 리치 플레이버,바질
72824,바질씨드 드링크 망고 플레이버,바질
72825,바질씨드 드링크 화이트 그레이프 플레이버,바질
72826,세라 레몬필링 캔디,세라
72827,세라 블러드오렌지필링 캔디,세라
72828,세라 페퍼민트향 캔디,세라
72829,에페브 유기농 레몬향 스파클링,유기농
